Aktuellezeit,Ort,Beschreibung,Aktuelletemperatur
2021-03-04 14:26:55.094137,Salzburg,Überwiegend bewölkt,10.12°C
2021-03-04 14:27:55.347407,Mumbai,Rauch,32.02°C
2021-03-04 14:28:55.642392,Salzburg,Überwiegend bewölkt,10.12°C
2021-03-04 14:29:55.919921,Mumbai,Rauch,32.02°C
2021-03-04 14:30:56.197795,Salzburg,Überwiegend bewölkt,10.13°C
2021-03-04 14:31:56.480305,Mumbai,Rauch,32.02°C
2021-03-04 14:32:56.792207,Salzburg,Überwiegend bewölkt,10.45°C
2021-03-04 14:33:57.071839,Mumbai,Rauch,32.02°C
2021-03-04 14:34:57.342692,Salzburg,Überwiegend bewölkt,10.45°C
2021-03-04 14:35:57.629396,Mumbai,Rauch,32.02°C
2021-03-04 14:36:57.866677,Salzburg,Überwiegend bewölkt,10.45°C
2021-03-04 14:37:58.138757,Mumbai,Rauch,32.02°C
2021-03-04 14:38:58.395977,Salzburg,Überwiegend bewölkt,10.45°C
2021-03-04 14:39:58.669436,Mumbai,Rauch,32.02°C
2021-03-04 14:40:58.934805,Salzburg,Überwiegend bewölkt,10.45°C
2021-03-04 14:41:59.191179,Mumbai,Rauch,32.02°C
2021-03-04 14:42:59.433157,Salzburg,Überwiegend bewölkt,10.83°C
2021-03-04 14:43:59.692145,Mumbai,Rauch,32.02°C
2021-03-04 14:44:59.929461,Salzburg,Überwiegend bewölkt,10.83°C
2021-03-04 14:46:00.156183,Mumbai,Rauch,32.02°C
2021-03-04 14:47:00.427642,Salzburg,Überwiegend bewölkt,10.83°C
2021-03-04 14:48:00.656653,Mumbai,Rauch,32.02°C
2021-03-04 14:49:00.910077,Salzburg,Überwiegend bewölkt,10.83°C
2021-03-04 14:50:01.281067,Mumbai,Rauch,32.02°C
2021-03-04 14:51:01.633792,Salzburg,Überwiegend bewölkt,10.83°C
2021-03-04 14:52:01.937774,Mumbai,Rauch,32.03°C
2021-03-04 14:53:02.270415,Salzburg,Überwiegend bewölkt,10.95°C
2021-03-04 14:54:02.512165,Mumbai,Rauch,32.03°C
2021-03-04 14:55:02.750594,Salzburg,Überwiegend bewölkt,10.95°C
2021-03-04 14:56:02.949060,Mumbai,Rauch,32.03°C
2021-03-04 14:57:03.206091,Salzburg,Überwiegend bewölkt,10.95°C
2021-03-04 14:58:03.404925,Mumbai,Rauch,32.03°C
2021-03-04 14:59:03.734369,Salzburg,Überwiegend bewölkt,10.95°C
2021-03-04 15:00:08.151615,Mumbai,Rauch,32.03°C
2021-03-04 15:01:08.468919,Salzburg,Überwiegend bewölkt,10.95°C
2021-03-04 15:02:08.799873,Mumbai,Rauch,32.04°C
2021-03-04 15:03:09.074151,Salzburg,Überwiegend bewölkt,10.95°C
2021-03-04 15:04:09.338597,Mumbai,Rauch,32.04°C
2021-03-04 15:05:09.598256,Salzburg,Überwiegend bewölkt,10.95°C
2021-03-04 15:06:09.879473,Mumbai,Rauch,32.04°C
2021-03-04 15:07:10.150568,Salzburg,Überwiegend bewölkt,10.95°C
2021-03-04 15:08:10.448874,Mumbai,Rauch,32.04°C
2021-03-04 15:09:10.717443,Salzburg,Überwiegend bewölkt,10.95°C
2021-03-04 15:10:11.091368,Mumbai,Rauch,32.04°C
2021-03-04 15:11:11.368001,Salzburg,Überwiegend bewölkt,10.95°C
2021-03-04 15:12:11.666208,Mumbai,Rauch,32.00°C
2021-03-04 15:13:11.957011,Salzburg,Überwiegend bewölkt,10.95°C
2021-03-04 15:14:12.238344,Mumbai,Rauch,32.00°C
2021-03-04 15:15:12.488393,Salzburg,Überwiegend bewölkt,10.95°C
2021-03-04 15:16:12.784273,Mumbai,Rauch,32.00°C
2021-03-04 15:17:13.111241,Salzburg,Überwiegend bewölkt,10.95°C
2021-03-04 15:18:13.371328,Mumbai,Rauch,32.00°C
2021-03-04 15:19:13.617905,Salzburg,Überwiegend bewölkt,10.95°C
2021-03-04 15:20:13.892946,Mumbai,Rauch,32.00°C
2021-03-04 17:47:59.235335,Salzburg,Überwiegend bewölkt,9.84°C
2021-03-04 17:48:59.475781,Mumbai,Rauch,31.00°C
2021-03-04 17:49:59.690024,Salzburg,Überwiegend bewölkt,9.84°C
2021-03-04 17:51:00.037566,Mumbai,Rauch,31.00°C
2021-03-04 17:52:00.305401,Salzburg,Überwiegend bewölkt,9.84°C
2021-03-04 17:53:00.497278,Mumbai,Rauch,31.00°C
2021-03-04 17:54:00.740070,Salzburg,Überwiegend bewölkt,9.84°C
2021-03-04 17:55:07.977016,Mumbai,Rauch,31.00°C
2021-03-04 17:56:08.241240,Salzburg,Überwiegend bewölkt,9.84°C
2021-03-04 17:57:08.514420,Mumbai,Rauch,31.00°C
2021-03-04 17:58:08.784748,Salzburg,Überwiegend bewölkt,9.64°C
2021-03-04 17:59:09.208609,Mumbai,Rauch,31.00°C
2021-03-04 18:00:24.731101,Salzburg,Überwiegend bewölkt,9.64°C
2021-03-04 18:01:25.025704,Mumbai,Rauch,31.00°C
2021-03-04 18:02:25.288753,Salzburg,Überwiegend bewölkt,9.64°C
2021-03-04 18:03:25.544937,Mumbai,Rauch,31.00°C
2021-03-04 18:04:25.797331,Salzburg,Überwiegend bewölkt,9.64°C
2021-03-04 18:05:26.062037,Mumbai,Rauch,31.00°C
2021-03-04 18:06:26.331492,Salzburg,Überwiegend bewölkt,9.64°C
2021-03-04 18:07:26.614614,Mumbai,Rauch,31.00°C
2021-03-04 18:08:26.887586,Salzburg,Mäßig bewölkt,9.39°C
2021-03-04 18:09:27.160175,Mumbai,Rauch,31.00°C
2021-03-04 18:10:27.441368,Salzburg,Mäßig bewölkt,9.39°C
2021-03-04 18:11:27.744564,Mumbai,Rauch,31.00°C
2021-03-04 18:12:27.972996,Salzburg,Mäßig bewölkt,9.39°C
2021-03-04 18:13:28.211702,Mumbai,Rauch,31.00°C
2021-03-04 18:14:28.475813,Salzburg,Mäßig bewölkt,9.39°C
2021-03-04 18:15:28.764067,Mumbai,Rauch,31.00°C
2021-03-04 18:16:29.036392,Salzburg,Mäßig bewölkt,9.39°C
2021-03-04 18:17:29.292380,Mumbai,Rauch,31.00°C
2021-03-04 18:18:29.576854,Salzburg,Mäßig bewölkt,8.97°C
2021-03-04 18:19:29.840910,Mumbai,Rauch,30.00°C
2021-03-04 18:20:30.120135,Salzburg,Mäßig bewölkt,8.97°C
2021-03-04 18:21:30.388710,Mumbai,Rauch,30.00°C
2021-03-04 18:22:30.650894,Salzburg,Mäßig bewölkt,8.97°C
2021-03-04 18:23:30.942572,Mumbai,Rauch,30.00°C
2021-03-04 18:24:31.224824,Salzburg,Mäßig bewölkt,8.97°C
2021-03-04 18:25:31.461392,Mumbai,Rauch,30.00°C
2021-03-04 18:26:31.798816,Salzburg,Mäßig bewölkt,8.97°C
2021-03-04 18:27:32.034610,Mumbai,Rauch,30.00°C
2021-03-04 18:28:32.294629,Salzburg,Leichter Regen,8.67°C
2021-03-04 18:29:32.577545,Mumbai,Rauch,30.00°C
2021-03-04 18:30:32.938716,Salzburg,Leichter Regen,8.67°C
2021-03-04 18:31:33.240619,Mumbai,Rauch,30.00°C
2021-03-04 18:32:33.514230,Salzburg,Leichter Regen,8.68°C
2021-03-04 18:33:33.806843,Mumbai,Rauch,30.00°C
2021-03-04 18:34:34.069036,Salzburg,Leichter Regen,8.68°C
2021-03-04 18:35:34.340932,Mumbai,Rauch,30.00°C
2021-03-04 18:36:34.609642,Salzburg,Leichter Regen,8.68°C
2021-03-04 18:37:34.858945,Mumbai,Rauch,30.00°C
2021-03-04 18:38:35.114069,Salzburg,Leichter Regen,8.68°C
2021-03-04 18:39:35.388964,Mumbai,Rauch,30.00°C
2021-03-04 18:40:35.731769,Salzburg,Leichter Regen,8.68°C
2021-03-04 18:41:36.003287,Mumbai,Rauch,30.00°C
2021-03-04 18:42:36.270898,Salzburg,Leichter Regen,8.54°C
2021-03-04 18:43:36.513328,Mumbai,Rauch,30.00°C
2021-03-04 18:44:36.841321,Salzburg,Leichter Regen,8.54°C
2021-03-04 18:45:37.110253,Mumbai,Rauch,30.00°C
2021-03-04 18:46:37.343502,Salzburg,Leichter Regen,8.54°C
2021-03-04 18:47:37.585997,Mumbai,Rauch,30.00°C
2021-03-04 18:48:37.853516,Salzburg,Leichter Regen,8.54°C
2021-03-04 18:49:37.945366,Mumbai,Rauch,30.00°C
2021-03-04 18:50:38.079633,Salzburg,Leichter Regen,8.54°C
2021-03-04 18:51:38.202713,Mumbai,Rauch,29.00°C
2021-03-04 18:52:38.326271,Salzburg,Leichter Regen,8.54°C
2021-03-04 18:53:38.413481,Mumbai,Rauch,29.00°C
2021-03-04 18:54:38.522767,Salzburg,Leichter Regen,8.54°C
2021-03-04 18:55:38.624558,Mumbai,Rauch,29.00°C
2021-03-04 18:56:38.743267,Salzburg,Leichter Regen,8.54°C
2021-03-04 18:57:38.862047,Mumbai,Rauch,29.00°C
2021-03-04 18:58:38.970701,Salzburg,Leichter Regen,8.54°C
2021-03-04 18:59:39.058313,Mumbai,Rauch,29.00°C
2021-03-05 07:27:34.549883,Salzburg,Überwiegend bewölkt,4.99°C
2021-03-05 07:28:34.718620,Mumbai,Rauch,34.04°C
2021-03-05 07:29:34.791487,Salzburg,Überwiegend bewölkt,4.99°C
2021-03-05 07:30:34.863494,Mumbai,Rauch,34.04°C
2021-03-05 07:31:34.944233,Salzburg,Überwiegend bewölkt,4.99°C
2021-03-05 07:32:35.038842,Mumbai,Rauch,34.04°C
2021-03-05 07:33:35.118849,Salzburg,Überwiegend bewölkt,4.99°C
2021-03-05 07:34:35.203442,Mumbai,Rauch,34.04°C
2021-03-05 07:35:35.277108,Salzburg,Überwiegend bewölkt,4.99°C
2021-03-05 07:36:35.350141,Mumbai,Rauch,34.04°C
2021-03-05 07:37:35.441156,Salzburg,Überwiegend bewölkt,4.90°C
2021-03-05 07:38:35.521870,Mumbai,Rauch,33.96°C
2021-03-05 07:39:35.616548,Salzburg,Überwiegend bewölkt,4.90°C
2021-03-05 07:40:35.700989,Mumbai,Rauch,33.96°C
2021-03-05 07:41:35.784023,Salzburg,Überwiegend bewölkt,4.90°C
2021-03-05 07:42:35.869563,Mumbai,Rauch,33.96°C
2021-03-05 07:43:35.956387,Salzburg,Überwiegend bewölkt,4.90°C
2021-03-05 07:44:36.054581,Mumbai,Rauch,33.96°C
2021-03-05 07:45:36.148217,Salzburg,Überwiegend bewölkt,4.90°C
2021-03-05 07:46:36.226602,Mumbai,Rauch,33.96°C
2021-03-05 07:47:36.316375,Salzburg,Überwiegend bewölkt,4.90°C
2021-03-05 07:48:36.397797,Mumbai,Rauch,34.55°C
2021-03-05 07:49:36.479927,Salzburg,Leichter Regen,4.89°C
2021-03-05 07:50:36.562513,Mumbai,Rauch,34.55°C
2021-03-05 07:51:36.644768,Salzburg,Leichter Regen,4.89°C
2021-03-05 07:52:36.731245,Mumbai,Rauch,34.55°C
2021-03-05 07:53:36.806599,Salzburg,Leichter Regen,4.89°C
2021-03-05 07:54:36.889100,Mumbai,Rauch,34.55°C
2021-03-05 07:55:36.969500,Salzburg,Leichter Regen,4.89°C
2021-03-05 07:56:37.047378,Mumbai,Rauch,34.55°C
2021-03-05 07:57:37.131092,Salzburg,Leichter Regen,4.89°C
2021-03-05 07:58:37.226640,Mumbai,Rauch,34.55°C
2021-03-05 07:59:37.295083,Salzburg,Leichter Regen,4.89°C
2021-03-05 08:00:37.388163,Mumbai,Rauch,34.55°C
2021-03-05 08:01:37.466446,Salzburg,Leichter Regen,4.78°C
2021-03-05 08:02:37.581775,Mumbai,Rauch,34.55°C
2021-03-05 08:03:37.662474,Salzburg,Leichter Regen,4.78°C
2021-03-05 08:04:37.746591,Mumbai,Rauch,34.55°C
2021-03-05 08:05:37.980089,Salzburg,Leichter Regen,4.78°C
2021-03-05 08:06:38.065497,Mumbai,Rauch,34.55°C
2021-03-05 08:07:38.161571,Salzburg,Leichter Regen,4.78°C
2021-03-05 08:08:38.237200,Mumbai,Rauch,34.55°C
2021-03-05 08:09:38.323110,Salzburg,Leichter Regen,4.78°C
2021-03-05 08:10:38.407234,Mumbai,Rauch,33.08°C
2021-03-05 08:11:38.486498,Salzburg,Leichter Regen,4.22°C
2021-03-05 08:12:38.566806,Mumbai,Rauch,33.08°C
2021-03-05 08:13:38.644191,Salzburg,Leichter Regen,4.22°C
2021-03-05 08:14:38.728527,Mumbai,Rauch,33.08°C
2021-03-05 08:15:38.808470,Salzburg,Leichter Regen,4.22°C
2021-03-05 08:16:38.896271,Mumbai,Rauch,33.08°C
2021-03-05 08:17:38.973795,Salzburg,Leichter Regen,4.22°C
2021-03-05 08:18:39.052077,Mumbai,Rauch,33.08°C
2021-03-05 08:19:39.126697,Salzburg,Leichter Regen,4.22°C
2021-03-05 08:20:39.211094,Mumbai,Rauch,33.08°C
2021-03-05 08:21:39.288958,Salzburg,Leichter Regen,4.22°C
2021-03-05 08:22:39.372671,Mumbai,Rauch,33.03°C
2021-03-05 08:23:39.454377,Salzburg,Leichter Regen,4.22°C
2021-03-05 08:24:39.539475,Mumbai,Rauch,33.03°C
2021-03-05 08:25:39.614485,Salzburg,Leichter Regen,4.22°C
2021-03-05 08:26:39.693964,Mumbai,Rauch,33.03°C
2021-03-05 08:27:39.773560,Salzburg,Leichter Regen,4.22°C
2021-03-05 08:28:39.851904,Mumbai,Rauch,33.03°C
2021-03-05 08:29:39.955231,Salzburg,Leichter Regen,4.22°C
2021-03-05 08:30:40.038131,Mumbai,Rauch,33.03°C
2021-03-05 08:31:40.184750,Salzburg,Überwiegend bewölkt,4.22°C
2021-03-05 08:32:40.292991,Mumbai,Rauch,33.03°C
2021-03-05 08:33:40.396329,Salzburg,Überwiegend bewölkt,4.23°C
2021-03-05 08:34:40.506070,Mumbai,Rauch,33.03°C
2021-03-05 08:35:40.592096,Salzburg,Überwiegend bewölkt,4.23°C
2021-03-05 08:36:40.704253,Mumbai,Rauch,33.03°C
2021-03-05 08:37:40.795002,Salzburg,Überwiegend bewölkt,4.23°C
2021-03-05 08:38:40.880526,Mumbai,Rauch,33.03°C
2021-03-05 08:39:40.972811,Salzburg,Überwiegend bewölkt,4.23°C
2021-03-05 08:40:41.081140,Mumbai,Rauch,33.03°C
2021-03-05 08:41:41.184949,Salzburg,Überwiegend bewölkt,4.23°C
2021-03-05 08:42:41.319577,Mumbai,Rauch,32.55°C
2021-03-05 08:43:41.412796,Salzburg,Leichter Regen,4.22°C
2021-03-05 08:44:49.598373,Mumbai,Rauch,32.55°C
2021-03-05 08:45:49.695782,Salzburg,Leichter Regen,4.22°C
2021-03-05 08:46:49.788512,Mumbai,Rauch,32.55°C
2021-03-05 08:47:49.877189,Salzburg,Leichter Regen,4.22°C
2021-03-05 08:48:49.972821,Mumbai,Rauch,32.55°C
2021-03-05 08:49:50.061702,Salzburg,Leichter Regen,4.22°C
2021-03-05 08:50:50.169436,Mumbai,Rauch,32.55°C
2021-03-05 08:51:50.265622,Salzburg,Leichter Regen,4.22°C
2021-03-05 08:52:50.367088,Mumbai,Rauch,32.53°C
2021-03-05 08:53:50.471795,Salzburg,Leichter Regen,4.22°C
2021-03-05 08:54:50.559718,Mumbai,Rauch,32.53°C
2021-03-05 08:55:50.654763,Salzburg,Leichter Regen,4.22°C
2021-03-05 08:56:50.764086,Mumbai,Rauch,32.53°C
2021-03-05 08:57:50.848360,Salzburg,Leichter Regen,4.22°C
2021-03-05 08:58:50.955122,Mumbai,Rauch,32.53°C
2021-03-05 08:59:51.053209,Salzburg,Leichter Regen,4.22°C
2021-03-05 09:00:51.154555,Mumbai,Rauch,32.53°C
2021-03-05 09:01:51.259920,Salzburg,Leichter Regen,4.22°C
2021-03-05 09:02:51.365267,Mumbai,Rauch,32.52°C
2021-03-05 09:03:51.464767,Salzburg,Leichter Regen,4.22°C
2021-03-05 09:04:51.549921,Mumbai,Rauch,32.52°C
2021-03-05 09:05:51.652982,Salzburg,Leichter Regen,4.22°C
2021-03-05 09:06:51.763497,Mumbai,Rauch,32.52°C
2021-03-05 09:07:51.855779,Salzburg,Leichter Regen,4.22°C
2021-03-05 09:08:51.963829,Mumbai,Rauch,32.52°C
2021-03-05 09:09:52.073595,Salzburg,Leichter Regen,4.22°C
2021-03-05 09:10:52.162669,Mumbai,Rauch,32.52°C
2021-03-05 09:11:52.248452,Salzburg,Leichter Regen,4.22°C
2021-03-05 09:12:52.347259,Mumbai,Rauch,32.55°C
2021-03-05 09:13:52.449916,Salzburg,Leichter Regen,4.22°C
2021-03-05 09:14:52.535019,Mumbai,Rauch,32.55°C
2021-03-05 09:15:52.638969,Salzburg,Leichter Regen,3.75°C
2021-03-05 09:16:52.729312,Mumbai,Rauch,32.55°C
2021-03-05 09:17:52.932604,Salzburg,Leichter Regen,3.75°C
2021-03-05 09:18:53.037407,Mumbai,Rauch,32.55°C
2021-03-05 09:19:53.144517,Salzburg,Leichter Regen,3.75°C
2021-03-05 09:20:53.249352,Mumbai,Rauch,32.55°C
2021-03-05 09:21:53.342600,Salzburg,Leichter Regen,3.75°C
2021-03-05 09:22:53.458368,Mumbai,Rauch,32.53°C
2021-03-05 09:23:53.558886,Salzburg,Leichter Regen,3.75°C
2021-03-05 09:24:53.653689,Mumbai,Rauch,32.53°C
2021-03-05 09:25:53.755778,Salzburg,Leichter Regen,3.76°C
2021-03-05 09:26:53.854728,Mumbai,Rauch,32.53°C
2021-03-05 09:27:53.960975,Salzburg,Leichter Regen,3.76°C
2021-03-05 09:28:54.053412,Mumbai,Rauch,32.53°C
2021-03-05 09:29:54.148072,Salzburg,Leichter Regen,3.76°C
2021-03-05 09:30:54.226844,Mumbai,Rauch,32.53°C
2021-03-05 09:31:54.317707,Salzburg,Leichter Regen,3.76°C
2021-03-05 09:32:54.456370,Mumbai,Rauch,32.52°C
2021-03-05 09:33:54.575640,Salzburg,Leichter Regen,3.65°C
2021-03-05 09:34:54.671705,Mumbai,Rauch,32.52°C
2021-03-05 09:35:54.788060,Salzburg,Leichter Regen,3.65°C
2021-03-05 09:36:54.881667,Mumbai,Rauch,32.52°C
2021-03-05 09:37:54.977498,Salzburg,Leichter Regen,3.65°C
2021-03-05 09:38:55.081244,Mumbai,Rauch,32.52°C
2021-03-05 09:39:55.187058,Salzburg,Leichter Regen,3.65°C
2021-03-05 09:40:55.295572,Mumbai,Rauch,32.52°C
2021-03-05 09:41:55.392093,Salzburg,Leichter Regen,3.65°C
2021-03-05 09:42:55.476268,Mumbai,Rauch,32.53°C
2021-03-05 09:43:55.570459,Salzburg,Leichter Regen,3.30°C
2021-03-05 09:44:55.655088,Mumbai,Rauch,32.53°C
2021-03-05 09:45:55.759873,Salzburg,Leichter Regen,3.30°C
2021-03-05 09:46:55.853557,Mumbai,Rauch,32.53°C
2021-03-05 09:47:55.977453,Salzburg,Leichter Regen,3.30°C
2021-03-05 09:48:56.068962,Mumbai,Rauch,32.53°C
2021-03-05 09:49:56.191296,Salzburg,Leichter Regen,3.30°C
2021-03-05 09:50:56.290974,Mumbai,Rauch,32.53°C
2021-03-05 09:51:56.394089,Salzburg,Leichter Regen,3.30°C
2021-03-05 09:52:56.487603,Mumbai,Rauch,32.52°C
2021-03-05 09:53:56.606637,Salzburg,Leichter Regen,3.30°C
2021-03-05 09:54:56.705816,Mumbai,Rauch,32.52°C
2021-03-05 09:55:56.801576,Salzburg,Leichter Regen,3.30°C
2021-03-05 09:56:56.893420,Mumbai,Rauch,32.52°C
2021-03-05 09:57:56.996280,Salzburg,Leichter Regen,3.30°C
2021-03-05 09:58:57.088836,Mumbai,Rauch,32.52°C
2021-03-05 09:59:57.176934,Salzburg,Leichter Regen,3.30°C
2021-03-05 10:00:57.281542,Mumbai,Rauch,32.52°C
2021-03-05 10:01:57.363963,Salzburg,Leichter Regen,3.30°C
2021-03-05 10:02:57.460231,Mumbai,Rauch,32.52°C
2021-03-05 10:03:57.561129,Salzburg,Leichter Regen,3.29°C
2021-03-05 10:04:57.661789,Mumbai,Rauch,32.52°C
2021-03-05 10:05:57.768481,Salzburg,Leichter Regen,3.29°C
2021-03-05 10:06:57.848164,Mumbai,Rauch,32.52°C
2021-03-05 10:07:57.951714,Salzburg,Leichter Regen,3.29°C
2021-03-05 10:08:58.033171,Mumbai,Rauch,32.52°C
2021-03-05 10:09:58.124345,Salzburg,Leichter Regen,3.29°C
2021-03-05 10:10:58.217134,Mumbai,Rauch,32.52°C
2021-03-05 10:11:58.318376,Salzburg,Leichter Regen,3.29°C
2021-03-05 10:12:58.406465,Mumbai,Rauch,32.03°C
2021-03-05 10:13:58.501667,Salzburg,Leichter Regen,3.29°C
2021-03-05 10:14:58.610657,Mumbai,Rauch,32.03°C
2021-03-05 10:15:58.710958,Salzburg,Leichter Regen,3.19°C
2021-03-05 10:16:58.801388,Mumbai,Rauch,32.03°C
2021-03-05 10:17:58.915955,Salzburg,Leichter Regen,3.19°C
2021-03-05 10:18:59.005526,Mumbai,Rauch,32.03°C
2021-03-05 10:19:59.155354,Salzburg,Leichter Regen,3.19°C
2021-03-05 10:20:59.251279,Mumbai,Rauch,32.03°C
2021-03-05 10:21:59.344354,Salzburg,Leichter Regen,3.19°C
2021-03-05 10:22:59.448054,Mumbai,Rauch,32.01°C
2021-03-05 10:23:59.541771,Salzburg,Leichter Regen,3.19°C
2021-03-05 10:24:59.644880,Mumbai,Rauch,32.01°C
2021-03-05 10:25:59.761485,Salzburg,Leichter Regen,3.09°C
2021-03-05 10:26:59.866214,Mumbai,Rauch,32.01°C
2021-03-05 10:27:59.964839,Salzburg,Leichter Regen,3.09°C
2021-03-05 10:29:00.072021,Mumbai,Rauch,32.01°C
2021-03-05 10:30:00.223183,Salzburg,Leichter Regen,3.09°C
2021-03-05 10:31:00.359753,Mumbai,Rauch,32.01°C
2021-03-05 10:32:00.466281,Salzburg,Leichter Regen,3.09°C
2021-03-05 10:33:00.715615,Mumbai,Rauch,32.01°C
2021-03-05 10:34:00.873715,Salzburg,Leichter Regen,3.09°C
2021-03-05 10:35:01.019748,Mumbai,Rauch,32.01°C
2021-03-05 10:36:01.147598,Salzburg,Schnee,2.84°C
2021-03-05 10:37:01.246194,Mumbai,Rauch,32.01°C
2021-03-05 10:38:01.346247,Salzburg,Schnee,2.84°C
2021-03-05 10:39:01.436158,Mumbai,Rauch,32.01°C
2021-03-05 10:40:16.569359,Salzburg,Schnee,2.84°C
2021-03-05 10:41:16.670918,Mumbai,Rauch,32.01°C
2021-03-05 10:42:16.752127,Salzburg,Schnee,2.84°C
2021-03-05 10:43:16.866291,Mumbai,Rauch,32.01°C
2021-03-05 10:44:16.958965,Salzburg,Schnee,2.84°C
2021-03-05 10:45:17.189400,Mumbai,Rauch,32.01°C
2021-03-05 10:46:17.280605,Salzburg,Leichter Regen,2.83°C
2021-03-05 10:47:17.387876,Mumbai,Rauch,32.01°C
2021-03-05 10:48:17.543923,Salzburg,Leichter Regen,2.83°C
2021-03-05 10:49:17.633829,Mumbai,Rauch,32.01°C
2021-03-05 10:50:17.750888,Salzburg,Leichter Regen,2.83°C
2021-03-05 10:51:17.842100,Mumbai,Rauch,32.01°C
2021-03-05 10:52:17.943829,Salzburg,Leichter Regen,2.83°C
2021-03-05 10:53:18.103831,Mumbai,Rauch,32.53°C
2021-03-05 10:54:18.187452,Salzburg,Leichter Regen,2.83°C
2021-03-05 10:55:18.275070,Mumbai,Rauch,32.53°C
2021-03-05 10:56:18.381050,Salzburg,Leichter Regen,2.83°C
2021-03-05 10:57:18.490335,Mumbai,Rauch,32.53°C
2021-03-05 10:58:18.596798,Salzburg,Leichter Regen,2.83°C
2021-03-05 10:59:18.682909,Mumbai,Rauch,32.53°C
2021-03-05 11:00:19.807486,Salzburg,Leichter Regen,2.83°C
2021-03-05 11:01:19.897411,Mumbai,Rauch,32.53°C
2021-03-05 11:02:19.989153,Salzburg,Leichter Regen,2.83°C
2021-03-05 11:03:20.108385,Mumbai,Rauch,32.52°C
2021-03-05 11:04:20.222677,Salzburg,Leichter Regen,2.83°C
2021-03-05 11:05:20.358375,Mumbai,Rauch,32.52°C
2021-03-05 11:06:20.473174,Salzburg,Leichter Regen,2.83°C
2021-03-05 11:07:20.572665,Mumbai,Rauch,32.52°C
2021-03-05 11:08:20.773626,Salzburg,Leichter Regen,2.83°C
2021-03-05 11:09:20.859517,Mumbai,Rauch,32.52°C
2021-03-05 11:10:20.959985,Salzburg,Leichter Regen,2.83°C
2021-03-05 11:11:21.049180,Mumbai,Rauch,32.52°C
2021-03-05 11:12:21.170475,Salzburg,Leichter Regen,2.83°C
2021-03-05 11:13:21.279782,Mumbai,Rauch,32.48°C
2021-03-05 11:14:21.381621,Salzburg,Leichter Regen,2.83°C
2021-03-05 11:15:21.485874,Mumbai,Rauch,32.48°C
2021-03-05 11:16:21.576993,Salzburg,Leichter Regen,2.72°C
2021-03-05 11:17:21.670806,Mumbai,Rauch,32.48°C
2021-03-05 11:18:21.759926,Salzburg,Leichter Regen,2.72°C
2021-03-05 11:19:21.850180,Mumbai,Rauch,32.48°C
2021-03-05 11:20:21.941454,Salzburg,Leichter Regen,2.72°C
2021-03-05 11:21:22.034129,Mumbai,Rauch,32.48°C
2021-03-05 11:22:22.116120,Salzburg,Leichter Regen,2.72°C
2021-03-05 11:23:22.224954,Mumbai,Rauch,32.52°C
2021-03-05 11:24:22.330280,Salzburg,Leichter Regen,2.72°C
2021-03-05 11:25:22.411650,Mumbai,Rauch,32.52°C
2021-03-05 11:26:22.516084,Salzburg,Leichter Regen,2.73°C
2021-03-05 11:27:22.626389,Mumbai,Rauch,32.52°C
2021-03-05 11:28:22.728858,Salzburg,Leichter Regen,2.73°C
2021-03-05 11:29:22.812716,Mumbai,Rauch,32.52°C
2021-03-05 11:30:23.280783,Salzburg,Leichter Regen,2.73°C
2021-03-05 11:31:23.382001,Mumbai,Rauch,32.52°C
2021-03-05 11:32:23.459844,Salzburg,Leichter Regen,2.72°C
2021-03-05 11:33:23.551288,Mumbai,Rauch,32.52°C
2021-03-05 11:34:23.630469,Salzburg,Leichter Regen,2.72°C
2021-03-05 11:35:23.706600,Mumbai,Rauch,32.52°C
2021-03-05 11:36:23.780537,Salzburg,Leichter Regen,2.72°C
2021-03-05 11:37:23.865948,Mumbai,Rauch,32.52°C
2021-03-05 11:38:23.950433,Salzburg,Leichter Regen,2.72°C
2021-03-05 11:39:24.030262,Mumbai,Rauch,32.52°C
2021-03-05 11:40:24.111464,Salzburg,Leichter Regen,2.72°C
2021-03-05 11:41:24.209925,Mumbai,Rauch,32.52°C
2021-03-05 11:42:24.291295,Salzburg,Leichter Regen,2.62°C
2021-03-05 11:43:24.362890,Mumbai,Rauch,32.52°C
2021-03-05 11:44:24.441217,Salzburg,Leichter Regen,2.62°C
2021-03-05 11:45:24.514082,Mumbai,Rauch,32.52°C
2021-03-05 11:46:24.626804,Salzburg,Leichter Regen,2.62°C
2021-03-05 11:47:24.694557,Mumbai,Rauch,32.52°C
2021-03-05 11:48:24.784416,Salzburg,Leichter Regen,2.62°C
2021-03-05 11:49:24.897225,Mumbai,Rauch,32.52°C
2021-03-05 11:50:24.976641,Salzburg,Leichter Regen,2.62°C
2021-03-05 11:51:25.063262,Mumbai,Rauch,32.52°C
2021-03-05 11:52:25.148038,Salzburg,Leichter Regen,2.51°C
2021-03-05 11:53:25.218037,Mumbai,Rauch,32.52°C
2021-03-05 11:54:25.295581,Salzburg,Leichter Regen,2.51°C
2021-03-05 11:55:25.385102,Mumbai,Rauch,32.52°C
2021-03-05 11:56:26.467356,Salzburg,Leichter Regen,2.51°C
2021-03-05 11:57:26.548779,Mumbai,Rauch,32.52°C
2021-03-05 11:58:26.621549,Salzburg,Leichter Regen,2.51°C
2021-03-05 11:59:26.699851,Mumbai,Rauch,32.52°C
